storm_number,variable,PCA_1
1,specific_rain_water_content_500_mean,-6.336721501987263
2,specific_rain_water_content_500_mean,-6.33672150198722
3,specific_rain_water_content_500_mean,-4.211064742244271
5,specific_rain_water_content_500_mean,1.2995823031176243
6,specific_rain_water_content_500_mean,1.2995823031176243
7,specific_rain_water_content_500_mean,1.2995823031176243
8,specific_rain_water_content_500_mean,-6.336721501987221
11,specific_rain_water_content_500_mean,1.2995823031176243
12,specific_rain_water_content_500_mean,1.2995823031176243
13,specific_rain_water_content_500_mean,1.2995823031176243
16,specific_rain_water_content_500_mean,1.2995823031176243
19,specific_rain_water_content_500_mean,-6.336721501987221
21,specific_rain_water_content_500_mean,-13.973025307092067
26,specific_rain_water_content_500_mean,-13.973025307092067
27,specific_rain_water_content_500_mean,-13.973025307092067
29,specific_rain_water_content_500_mean,1.2995823031176243
31,specific_rain_water_content_500_mean,1.2995823031176243
32,specific_rain_water_content_500_mean,1.2995823031176243
33,specific_rain_water_content_500_mean,1.2995823031176243
34,specific_rain_water_content_500_mean,8.935886108222471
38,specific_rain_water_content_500_mean,1.2995823031176243
39,specific_rain_water_content_500_mean,1.2995823031176243
43,specific_rain_water_content_500_mean,1.2995823031176243
44,specific_rain_water_content_500_mean,-6.336721501987221
45,specific_rain_water_content_500_mean,1.2995823031176243
46,specific_rain_water_content_500_mean,1.2995823031176243
47,specific_rain_water_content_500_mean,1.2995823031176243
48,specific_rain_water_content_500_mean,1.2995823031176243
49,specific_rain_water_content_500_mean,1.2995823031176243
50,specific_rain_water_content_500_mean,1.2995823031176243
51,specific_rain_water_content_500_mean,1.2995823031176243
53,specific_rain_water_content_500_mean,8.935886108222471
54,specific_rain_water_content_500_mean,1.2995823031176243
56,specific_rain_water_content_500_mean,1.2995823031176243
58,specific_rain_water_content_500_mean,8.935886108222471
60,specific_rain_water_content_500_mean,8.935886108222471
61,specific_rain_water_content_500_mean,1.2995823031176243
62,specific_rain_water_content_500_mean,8.935886108222471
63,specific_rain_water_content_500_mean,1.2995823031176243
64,specific_rain_water_content_500_mean,1.2995823031176243
65,specific_rain_water_content_500_mean,16.572189913327318
66,specific_rain_water_content_500_mean,1.2995823031176243
67,specific_rain_water_content_500_mean,8.935886108222471
68,specific_rain_water_content_500_mean,-13.973025307092067
69,specific_rain_water_content_500_mean,-13.973025307092067
71,specific_rain_water_content_500_mean,1.2995823031176243
72,specific_rain_water_content_500_mean,1.2995823031176243
73,specific_rain_water_content_500_mean,-6.336721501987221
76,specific_rain_water_content_500_mean,-6.336721501987221
77,specific_rain_water_content_500_mean,-6.336721501987221
78,specific_rain_water_content_500_mean,-6.336721501987221
79,specific_rain_water_content_500_mean,1.2995823031176243
80,specific_rain_water_content_500_mean,1.2995823031176243
81,specific_rain_water_content_500_mean,1.2995823031176243
82,specific_rain_water_content_500_mean,1.2995823031176243
83,specific_rain_water_content_500_mean,1.2995823031176243
85,specific_rain_water_content_500_mean,1.2995823031176243
86,specific_rain_water_content_500_mean,1.2995823031176243
87,specific_rain_water_content_500_mean,1.2995823031176243
89,specific_rain_water_content_500_mean,1.2995823031176243
90,specific_rain_water_content_500_mean,1.2995823031176243
93,specific_rain_water_content_500_mean,8.935886108222471
95,specific_rain_water_content_500_mean,1.2995823031176243
