storm_number,variable,PCA_1,PCA_2
1,total_precipitation_mean,-1.998365292617053,-2.172882759015303
2,total_precipitation_mean,-4.167956211623095,-1.0732814378172744
3,total_precipitation_mean,-3.3602797855698867,-2.911886039095432
5,total_precipitation_mean,-0.4302400015316578,7.598501880372542
6,total_precipitation_mean,-7.534196031084871,2.1443462944928253
7,total_precipitation_mean,-1.6456686080280802,-0.1672538058283754
8,total_precipitation_mean,5.376544444387191,2.4477463609066668
11,total_precipitation_mean,5.091117522683573,-4.362890559722467
12,total_precipitation_mean,4.034337589271818,-0.15117171279254518
13,total_precipitation_mean,2.624206189511053,0.023706103554250176
16,total_precipitation_mean,1.1844858826563411,3.4053451588780117
19,total_precipitation_mean,-0.36097324230835903,-1.263504092621994
21,total_precipitation_mean,-3.6423939034759707,2.6819477167177705
26,total_precipitation_mean,-3.914913388657228,6.048834303398942
27,total_precipitation_mean,10.271344655727905,2.1640306061383963
29,total_precipitation_mean,8.778074824598342,1.0619510077433498
31,total_precipitation_mean,-2.3359968790931234,-3.473469880186225
32,total_precipitation_mean,-0.6302568163793706,-3.907616550695132
33,total_precipitation_mean,-0.4269856999181533,1.0340441191401586
34,total_precipitation_mean,4.8433142047856474,3.0206422490518796
38,total_precipitation_mean,-0.3728757679034353,3.8432194948954344
39,total_precipitation_mean,6.008291454358051,-4.987075947436833
43,total_precipitation_mean,-9.265224997397928,-0.41682906520374435
44,total_precipitation_mean,1.2122182846165115,1.392508416896575
45,total_precipitation_mean,-4.992004246063595,-3.073446130692122
46,total_precipitation_mean,1.1368706126049197,1.3260187901244354
47,total_precipitation_mean,-4.382454320912779,-5.075494811508737
48,total_precipitation_mean,6.98724801345074,-4.668768516714978
49,total_precipitation_mean,-3.6662092645325424,-2.8466809500810966
50,total_precipitation_mean,-0.9592001428545683,-3.7977060178228714
51,total_precipitation_mean,4.933766185041855,-0.6931053442040523
53,total_precipitation_mean,-8.42594915255195,-0.3950052479312752
54,total_precipitation_mean,-2.139554410153542,0.5491068800184611
56,total_precipitation_mean,-0.48208912750357436,4.540126857631987
58,total_precipitation_mean,-2.087298802080032,2.1627779395548843
60,total_precipitation_mean,-7.78181483113428,0.9279091350854964
61,total_precipitation_mean,-4.676501021504582,0.4733830593720601
62,total_precipitation_mean,3.9067322973082197,0.1475480939344771
63,total_precipitation_mean,-0.6083162070163345,-4.1449991517559415
64,total_precipitation_mean,2.6051545235364824,-0.7989302956929553
65,total_precipitation_mean,13.259703229551882,-0.18300562834749298
66,total_precipitation_mean,-2.598877093495385,-0.5871091581336929
67,total_precipitation_mean,9.829402547836091,4.2195801233630785
68,total_precipitation_mean,-5.26599041895573,-2.8256484399379596
69,total_precipitation_mean,0.43795704312182504,-2.271268882836341
71,total_precipitation_mean,-3.221839094229636,0.5793506711137436
72,total_precipitation_mean,-1.577927988302483,2.743014618969782
73,total_precipitation_mean,-5.435296299152343,0.7205443261923977
76,total_precipitation_mean,-2.5777428946486167,-5.539218596977362
77,total_precipitation_mean,3.7377982731165127,6.263478804978645
78,total_precipitation_mean,-3.144247618284896,-0.666042161331357
79,total_precipitation_mean,-2.1287711573305863,-3.85273571891449
80,total_precipitation_mean,0.31645043204861106,2.1289314290647816
81,total_precipitation_mean,4.208286679256271,-1.9120861871712866
82,total_precipitation_mean,1.98920588734934,-0.6555073665825037
83,total_precipitation_mean,4.144242629255911,-1.2457554826746449
85,total_precipitation_mean,1.0737407474151806,-1.1280864862027051
86,total_precipitation_mean,-0.980136857626081,2.629254177819193
87,total_precipitation_mean,-1.0146365685687215,7.380446452494454
89,total_precipitation_mean,-3.5877033925518886,2.4405521053241594
90,total_precipitation_mean,6.157219269106641,-3.3135014188890897
93,total_precipitation_mean,-5.607164646522899,3.211496358470743
95,total_precipitation_mean,3.280338758968351,-4.748379690881299
